text,label
coming rescue some retard licking dirty skidmarks internet.. guys fucktards,0
ill find cute hoosier date next year,2
flappy bird instead studying? sounds great.,2
rt love when birds chirping morning,2
"rt too many faithful girls single, too many hoes taken.",1
because ians retarded,0
live constant fear being shit bird well this actually fucking happened before soo.,1
trending?! why cus french montanas bitch ass?? fucks think selling drugs cool lamest posers!!,1
real basketball players get disappointed when they throw something trash can miss,2
rt nigga wanna bitch about party yall know address knock door,0
fucking christ hate tutors tas. literally get paid teach retards stop picking their nose. get fuck outta face,0
rt do ever just see someones account think wow what faggot but same time cannot unfollow bc u cannot m,0
faggots. kbye.,0
mcdonalds pipe self defence beating this one nigger who hand would shake. how deal sheboons.,0
chicks love these ugly hipster faggots. prolly cause they look like dad never their life.,0
bitch thats yo nigga ..well aint his bitch,1
rt bitch can look like million dollars wit sum garbage ass pussy,1
yall tweakin wit wce shit. am not no way hell u like bitch every single day.,1
faggot.,0
lay up w bitch,1
all these niggas these love quote pages some pussies. them niggas do not living what they talking bout,1
arguement shes baddest white girl shes trash.her argurment shes trash but shes paid..,2
joba chamberlain looks like homeless guy won contest.,2
unexplainable!,2
"mark teixeira finally stepping up, hr couple bbs",2
rt did seriously steal halloween oreos ?,2
rt who dumb bitch!,1
favorite dc restaurant charlie palmers.,2
rt reason called jesus monkey because knew not your color,0
"just said rt tl gotta chill this pretty face challenge foolishness, yall hoes agg",0
follow back bitch,1
dark skinned girls blonde hair need stop it. only bitch can rock dijonay proud family.,1
"pimpinkendotnet, sell bitch pussy til drip drop wet, vet, not pet! hey, bitch!",1
learn how type ya hillbilly,0
rt well how else white ppl get us forget our horrific past other than paint pretty picture ho,0
plus sheryl crow,2
this like retarded wutang clan,0
like chinese buffets but hate all chinks,0
rt top tip day if want inconspicuous elbow gig do not wear yellow jacket!!,2
jai may make appearance party.. love fag,0
rt bitch fuck wit dead beat dad long cuttin her checks,1
rt hell yeah benihana up this bitch,1
hoe beefing over tunchi chill ouutt,1
know fat hoes not big boned your jus fat af !,1
next time u gone call darky nicca..call dat coon jungle bunny p.s. i..,0
"rt sweet treat lunch today raspberry gelato, ginjuice sorbet amp brownie gelato! thursday cannot wait ..",2
nicca say ballin ask em where his title n his deeds not wher his clothes n his keys,0
rt happy birthday! take spin yellow coupe..,2
rt when someones phone goes off cinema want jump across seats fly kick dat bitch.,1
god faggot if dont think superman best superhero,1
ugh..and lemme guess they have yellow cake too? heard this story before..,2
"mean most ppl confuse when use too, this nicca used word two when shouldve used",2
only faggots drive stick,0
rt looks like wearing trash bag,2
bitch kill yo vibe,1
love racism! blame whitey everything! now mention it! bet white man put desert tortoise,0
can bomb selfiemonkey out timeline?,2
"fuck niggah so weak, cant tell freak",0
"do not mind twinkies gonna gone, very concerned about rest hostesses product line",2
rt come yankees lets keep this game going!! must win!!,2
french montana gotta give kardashian bitch 2 mil cuz divorce never marry none u bitches,1
faggot,0
shut up. miss too fag,1
hahahaha youza fuck wigger,0
know im so kidding. some bet funny. love when blacks call eachother ignorant niggers. makes not have,0
why eggplant emoji doe?y say she looked like scream lmao,2
happy hangover resurrection now complete.,2
hoe if crying because yo ass pregnant. all smiles while riding dick bitch.,0
front flip trash. how front flip into swimming pool land back every time.,2
wish coulda said more tonight. good seeing fag.,0
starting laughing worked out..not bc think funny work.. throws phone trash over butchered subtweet,2
am not ghetto.,2
"plane, bird, nah just doing laps around dam. lol",2
go sleep bitchstfu,1
just like nig come home when ever they want,0
julius peppers still seems retarded.,1
rt faggotyou texas fan..,0
guy claiming republican called cspan news said republicans hate nigger obama,0
too much makeup so trash..,2
".we got 1, except eric holder gave them 2 beaners 2 kill americans! guess race blind!",0
fuck ghetto ass coons,0
game 128 preview houston new york,2
rt shes browasken because ssidehe belihoeved,2
thursdays really been trash this season,2
bitches trying squash all beef wen they find out they pregnant! some hoes dont give fuck!,1
god tweets so ghetto,1
home coon,2
one less little nigger would grow up into big nigger.,0
rt still craving oreo mcflurry b,2
so niggers really believe phelps just smokin regular huh? tell now amp log off night,0
"fearful wrath god country where many mock christianity, embrace perversion, abortion, bows pcmulticulturalism.",2
rt do not care tho cracker,0
youre little bitch x2,1
woohoo! new black kill cracker babies panthers rescue!,0
rt gasoline daddy yankee,2
soetoroobama moving country w his vision. his vision downsize our oppressive country get even w whitey.,0
nah nicca.. got gas! rt blowing gas,1
cannot stand bitch ass niggas.,0
every spic cop raped thought about raping white woman. why those halfbreeds get jobs pigs.,0
jets trash,2
rt new orleans bitch .. serious,1
ol dirty foot ass bitches.. this too funny me.,1
"when am pussy, honey am home!",1
"jennifer lawrences nudes soo trash. im still smashin though, no doubt",0
giants trash..their time over.,2
rt am strong believer birds feather flock together,2
yall bitches need sandos!,1
rt pointy nail game da birds.,2
rt am out this bitch too,1
should have fucked bitch up,1
youre going 2have 2 kill crackers amp their babies new black panthers,0
august trash,2
gone nigguh,0
bitch u got fuckked up go suck lil action whamm like u always do thursdays fridays did not think ik did u,1
say shit face bruh bitch gettin man u dont know business. handle yo own shit,0
ladies.. lmaoo. . rt if your pussy better than your personality.,1
12 oz arizonas trash,2
alex smith wears red yellow now so quit being psycho ex boyfriends get over him. past,2
some negro amigo pulled gun nate few weeks ago. stoked!,0
leftisthomosexual war church kicked into high gear infiltration priesthood boyraping fags..,0
little fucking gook who smells like shit. than thinking they motherfuckin boss. fuck!,0
"! here opening! serving free samples cider, vegan sliders, brownies!",2
early bird gets worm but second mouse gets cheese,2
"hot isis social media photo laughing jihadis get baby kick severed head warning, graphic",2
yall whitey gots pay fo da preparations,0
rt having so much fun this charlie wilson tribute,2
posted new song guala,2
look yellow fever.,2
trip acid not bitches.,1
rt she said got many hoes,1
rt !,0
truth rt only faggot would turn down hairy pussy,0
rt if claim macklemore your favorite rapper am also assuming watch wnba your free time faggot,0
muzzled pit bull throat slit found side road pa via hideous abuse throat slit left die,2
rt lmfaoo rt lmfao rt lmao rt niggers move soo fast,1
"yup, officially do not like you. needy greedy bitch who needs have your way.",1
tweakin hoe,1
always white bitch doing something op lol like they give zero fucks when comes dick,1
"stegosaurus hissed like snake, pterodactyl sounded like crow,trex like cross between parrot elephant",2
parents television council scandal sex scene after charlie brown not ok,2
"bored supposed cute, faggot? sometimes",0
rt todays horoscope still hoe all. have nice day,2
now have ebloa case texas. if kill all niggers might safe.,0
like saying have had pinto since 72 rt dude have had iphone since beginning.,2
rt have new boyfriend every week.. tf doin hoe?,0
"almost got see white boy get beat around today, but ran like bitch.",0
rt am only back cause do not wanna see boys lose trash,2
ga charlie,2
sweet comeback u fuckin herb dnt watch soccer but id still wax your bitch ass go swallow red soxs kids ur nyc fag,0
"rt jeff fisher saved refs. karma, but zebras messed it.",2
rt charlie rangel should apologize tea party members. set up meetings so can explain his outrageous comments.,2
rev. charlie rangel what unions stand spiritual damn things like inflatable rats.,2
people who never happy bitchnmoan 100 time.,1
come wage us fag,0
rt only pussy niggas would not fuck chick if she stretch marks..,0
been this hospital since 6 am just tryna stay awake 2more hrs then can sip this dusse party rest coons,1
amp hubby relaxing studio lil..then headed str8 honey doo wop wops bday bash kristen..,2
rt aye bro kno how this shit go this bitch solid af running free 1st,1
rt am too pretty this . yall lil bitches can have petty shit .,1
"sent ideas voem , they only seem wanna hold testingdrills nice weather, need run mock incidents bad weather, night,",2
somebody gonna die rt theres bitch njt setting up lean tweet,1
ioana tiny teen ioana fucks her tender pussy avibrator,1
bitter bitches need life..!,1
rt dizzy bitch,1
more like emily little twat,1
ignorant cunt.,0
cannot stand faggot.,0
ima trash fantasy,2
rt have been doing too much math homework hoe,1
"purple amp pink..for faggots who want protected..by police, instead bearing arms if need be!",0
just wondering if yo espect add mo colored tv stations befo renew dis,2
mint oreos gtgtgt,2
rt maybe all these fake bitches pretend real halloween,1
their salsa negro awesome..,2
"rt if stop car so can walk across street, better see some hustle out you! knees chest bitch, knees",1
